Anz Daten: 10000; Mittelpunkt:         0.00;   162501.39;   161104.82;

        Abst;       BrSec;       LaSec;
   228793.45;       34.94;       11.38;
   228793.46;       24.70;       21.70;
   228793.46;       39.31;        6.96;
   228793.46;       14.86;       31.62;
   228793.46;       34.43;       11.88;
   228793.47;       12.57;       33.92;
   228793.47;       33.28;       13.03;
   228793.47;       19.62;       26.80;
   228793.48;       39.91;        6.33;
   228793.49;        7.32;       39.19;
   228793.49;       23.02;       23.35;
   228793.50;       25.10;       21.23;
   228793.50;       12.24;       34.20;
   228793.51;       11.39;       35.05;
   228793.52;       37.25;        8.95;
   228793.53;       41.12;        5.04;
   228793.53;       39.25;        6.92;
   228793.53;       29.61;       16.64;
   228793.53;        9.81;       36.61;
   228793.53;       21.16;       25.16;
   228793.53;       21.05;       25.27;
   228793.54;       45.54;        0.56;
   228793.55;       44.74;        1.35;
   228793.56;       16.18;       30.15;
   228793.56;       15.93;       30.40;
   228793.57;       41.26;        4.84;
   228793.57;       27.33;       18.88;
   228793.58;        9.03;       37.33;
   228793.59;       14.51;       31.79;
   228793.59;       22.37;       23.86;
   228793.60;       41.13;        4.93;
   228793.60;       27.89;       18.28;
   228793.61;       18.95;       27.28;
   228793.62;       34.31;       11.77;
   228793.63;       38.74;        7.30;
   228793.63;       29.28;       16.84;
   228793.63;       37.19;        8.86;
   228793.63;       45.14;        0.84;
   228793.63;        5.37;       40.95;
   228793.64;       27.90;       18.21;
   228793.65;       18.88;       27.30;
   228793.68;       27.66;       18.40;
   228793.69;       21.78;       24.31;
   228793.70;       26.71;       19.33;
   228793.70;       44.21;        1.68;
   228793.70;       14.68;       31.46;
   228793.71;        9.35;       36.83;
   228793.71;       42.82;        3.07;
   228793.71;       22.82;       23.24;
   228793.71;       10.12;       36.05;
   228793.71;       20.25;       25.83;
   228793.71;       45.40;        0.46;
   228793.73;       45.52;        0.32;
   228793.74;        8.69;       37.45;
   228793.74;       38.65;        7.23;
   228793.74;       42.52;        3.32;
   228793.74;        5.36;       40.80;
   228793.75;       20.18;       25.84;
   228793.76;       14.68;       31.38;
   228793.77;       38.17;        7.67;
   228793.77;       45.28;        0.50;
   228793.78;        6.36;       39.74;
   228793.78;       29.89;       16.00;
   228793.79;       26.96;       18.94;
   228793.80;        7.22;       38.85;
   228793.80;        9.42;       36.62;
   228793.80;       32.29;       13.55;
   228793.80;       31.10;       14.75;
   228793.81;       17.18;       28.79;
   228793.81;        0.27;       45.84;
   228793.81;       26.29;       19.59;
   228793.82;        3.42;       42.65;
   228793.83;       33.11;       12.69;
   228793.83;       38.29;        7.46;
   228793.83;       13.48;       32.48;
   228793.84;       39.93;        5.80;
   228793.86;       32.09;       13.68;
   228793.86;        1.77;       44.26;
   228793.86;       15.76;       30.14;
   228793.86;        5.27;       40.72;
   228793.87;       21.87;       23.97;
   228793.87;       33.61;       12.12;
   228793.88;        1.41;       44.60;
   228793.88;       43.70;        1.94;
   228793.89;       39.64;        6.02;
   228793.89;       15.36;       30.50;
   228793.89;       25.56;       20.21;
   228793.90;       32.71;       12.99;
   228793.90;        0.66;       45.32;
   228793.91;       20.95;       24.84;
   228793.91;       43.07;        2.53;
   228793.91;       18.05;       27.76;
   228793.92;       40.45;        5.16;
   228793.92;       27.52;       18.20;
   228793.92;        8.92;       36.96;
   228793.93;       41.16;        4.43;
   228793.93;        3.98;       41.93;
   228793.93;       35.46;       10.17;
   228793.94;       10.70;       35.14;
   228793.95;       18.41;       27.35;
   228793.95;       32.27;       13.37;
   228793.95;        3.52;       42.37;
   228793.95;       23.51;       22.20;
   228793.96;       32.94;       12.68;
   228793.96;       16.45;       29.31;
   228793.96;       41.55;        3.99;
   228793.96;       43.31;        2.21;
   228793.97;       29.41;       16.22;
   228793.97;        5.33;       40.51;
   228793.98;       31.77;       13.83;
   228793.98;       32.83;       12.76;
   228793.98;       25.77;       19.88;
   228793.98;        1.95;       43.90;
   228793.99;       21.15;       24.52;
   228794.00;       20.41;       25.26;
   228794.00;       32.63;       12.93;
   228794.00;       20.96;       24.70;
   228794.00;       26.26;       19.35;
   228794.01;        5.29;       40.49;
   228794.03;       36.59;        8.90;
   228794.03;        5.44;       40.32;
   228794.03;       21.65;       23.96;
   228794.04;       18.35;       27.28;
   228794.05;       35.53;        9.94;
   228794.05;       37.23;        8.22;
   228794.07;       30.73;       14.75;
   228794.08;       38.79;        6.61;
   228794.08;       10.89;       34.74;
   228794.10;       23.70;       21.79;
   228794.10;       16.72;       28.83;
   228794.10;       13.23;       32.35;
   228794.10;       41.08;        4.26;
   228794.11;       38.32;        7.04;
   228794.12;       13.47;       32.09;
   228794.12;        2.50;       43.15;
   228794.13;       11.74;       33.82;
   228794.13;       27.77;       17.65;
   228794.13;       25.48;       19.95;
   228794.14;       18.20;       27.29;
   228794.14;       40.93;        4.36;
   228794.14;       10.77;       34.78;
   228794.14;        4.92;       40.68;
   228794.14;       32.44;       12.92;
   228794.15;       15.37;       30.12;
   228794.17;        5.52;       40.04;
   228794.17;       26.07;       19.30;
   228794.18;       32.66;       12.65;
   228794.19;       24.83;       20.52;
   228794.20;        6.69;       38.81;
   228794.20;       37.81;        7.42;
   228794.20;       20.98;       24.39;
   228794.22;       35.03;       10.20;
   228794.22;       34.38;       10.85;
   228794.23;       44.40;        0.74;
   228794.24;        2.91;       42.57;
   228794.24;        2.55;       42.93;
   228794.25;        0.76;       44.72;
   228794.25;        9.49;       35.91;
   228794.26;       22.76;       22.51;
   228794.28;       45.01;        0.05;
   228794.28;        3.75;       41.66;
   228794.28;       17.19;       28.10;
   228794.29;       13.54;       31.78;
   228794.29;       38.32;        6.78;
   228794.29;       42.21;        2.85;
   228794.30;       43.31;        1.74;
   228794.30;       14.93;       30.35;
   228794.31;       25.51;       19.67;
   228794.31;       22.88;       22.32;
   228794.32;       43.17;        1.85;
   228794.32;       34.11;       10.98;
   228794.33;       44.79;        0.20;
   228794.34;       13.27;       31.98;
   228794.34;       26.89;       18.24;
   228794.35;       27.58;       17.53;
   228794.35;       33.22;       11.84;
   228794.35;        4.91;       40.39;
   228794.38;       15.81;       29.36;
   228794.38;       19.66;       25.47;
   228794.39;       30.64;       14.38;
   228794.39;       26.97;       18.08;
   228794.39;       24.60;       20.47;
   228794.40;       34.60;       10.38;
   228794.40;       25.44;       19.61;
   228794.41;       17.78;       27.33;
   228794.41;       16.37;       28.75;
   228794.41;       27.67;       17.35;
   228794.41;       42.67;        2.22;
   228794.43;       33.06;       11.89;
   228794.43;        4.93;       40.26;
   228794.43;       15.83;       29.26;
   228794.43;       20.38;       24.67;
   228794.43;       35.39;        9.53;
   228794.44;        3.37;       41.82;
   228794.45;        4.27;       40.90;
   228794.45;       27.34;       17.62;
   228794.47;       44.35;        0.44;
   228794.48;       18.77;       26.23;
   228794.48;       33.62;       11.25;
   228794.49;        5.87;       39.23;
   228794.49;       34.61;       10.24;
   228794.49;       12.64;       32.39;
   228794.50;        1.49;       43.63;
   228794.50;       22.93;       22.00;
   228794.51;        1.58;       43.53;
   228794.53;       43.65;        1.07;
   228794.53;        5.27;       39.78;
   228794.53;        2.48;       42.59;
   228794.53;       38.78;        5.97;
   228794.53;        2.99;       42.07;
   228794.54;       26.01;       18.84;
   228794.55;       15.77;       29.16;
   228794.55;        6.33;       38.68;
   228794.56;       23.49;       21.36;
   228794.56;        0.78;       44.26;
   228794.56;        7.36;       37.62;
   228794.57;       22.66;       22.18;
   228794.57;       36.60;        8.11;
   228794.58;       23.57;       21.25;
   228794.58;       40.74;        3.93;
   228794.58;       32.12;       12.62;
   228794.58;        2.32;       42.68;
   228794.58;       34.15;       10.57;
   228794.58;       36.30;        8.40;
   228794.59;       38.58;        6.09;
   228794.61;       13.79;       31.07;
   228794.61;       37.09;        7.56;
   228794.63;       17.17;       27.63;
   228794.63;        5.58;       39.32;
   228794.63;        4.92;       39.98;
   228794.64;       12.13;       32.70;
   228794.64;       39.88;        4.71;
   228794.64;       39.34;        5.25;
   228794.64;       21.66;       23.08;
   228794.65;       44.22;        0.32;
   228794.65;       31.24;       13.41;
   228794.66;       29.00;       15.66;
   228794.66;       19.18;       25.56;
   228794.66;       31.58;       13.05;
   228794.66;        1.71;       43.18;
   228794.66;       32.40;       12.22;
   228794.66;       17.23;       27.52;
   228794.67;       31.96;       12.66;
   228794.68;       24.21;       20.46;
   228794.68;       31.16;       13.45;
   228794.68;       17.16;       27.57;
   228794.68;       40.19;        4.34;
   228794.68;       40.87;        3.65;
   228794.69;       20.45;       24.24;
   228794.70;       18.85;       25.84;
   228794.70;       10.61;       34.15;
   228794.72;       35.44;        9.08;
   228794.72;       22.41;       22.21;
   228794.73;        1.87;       42.92;
   228794.73;       19.63;       25.00;
   228794.74;        7.20;       37.53;
   228794.74;       14.57;       30.09;
   228794.74;       21.31;       23.29;
   228794.75;        0.57;       44.20;
   228794.76;        0.29;       44.48;
   228794.76;        1.29;       43.46;
   228794.77;       42.09;        2.30;
   228794.77;       31.15;       13.33;
   228794.78;       43.68;        0.68;
   228794.79;       42.44;        1.92;
   228794.79;       29.12;       15.35;
   228794.80;       35.22;        9.18;
   228794.81;       26.25;       18.22;
   228794.82;        7.57;       37.05;
   228794.82;        8.63;       35.98;
   228794.82;       25.46;       19.00;
   228794.82;        8.23;       36.38;
   228794.83;        0.00;       44.67;
   228794.83;       34.64;        9.72;
   228794.84;       38.93;        5.39;
   228794.84;        4.28;       40.34;
   228794.84;       14.13;       30.40;
   228794.85;       28.99;       15.40;
